abakaweishuangfuding 阿巴卡韦双夫定
xiantianxingyedongjingmailou 先天性腋动静脉瘘
xiantianxingyepu 先天性腋蹼
xiantianxingyichuanxingjiyingyangzhangai 先天性遗传性肌营养障碍
xiantianxingyichuanxingluanxingxinghongxibaozengduozheng 先天性遗传性卵形性红细胞增多症
xiantianxingyixiannangzhong 先天性胰腺囊肿
xiantianxingyindaobisuo 先天性阴道闭锁
xiantianxingyindaoqueshi 先天性阴道缺失
xiantianxingyindaoxiazhai 先天性阴道狭窄
xiantianxingyindaozhichanglou 先天性阴道直肠瘘
xiantianxingyindifeida 先天性阴蒂肥大
xiantianxingyoumenjingluan 先天性幽门痉挛
xiantianxingyounianxingkuanguanjietuoweifuweihouguruangubing 先天性幼年型髋关节脱位复位后骨软骨病
xiantianxingyouxinshiloudoubuxiazhai 先天性右心室漏斗部狭窄
xiantianxingyouxinshishuangchukou 先天性右心室双出口
xiantianxingzaishengbuliangxingpinxue 先天性再生不良性贫血
xiantianxingzaishengdixiaxingpinxue 先天性再生低下性贫血
xiantianxingzaishengzhangaixingpinxue 先天性再生障碍性贫血
xiantianxingzaoxuebuliangxingpinxue 先天性造血不良性贫血
xiantianxingzhangzhiheqiangkouzhouweijiaopibing 先天性掌跖和腔口周围角皮病
xiantianxingzheseban 先天性着色斑
xiantianxingzhengudakongqujixing 先天性枕骨大孔区畸形
xiantianxingzhichangwaiyinlou 先天性直肠外阴瘘
xiantianxingzhifangweisuoxingtangniaobing 先天性脂肪萎缩性糖尿病
xiantianxingzhifangyingyangbuliangxingtangniaobing 先天性脂肪营养不良性糖尿病
xiantianxingzhijixing 先天性指畸形
xiantianxingzhijuda 先天性指巨大
xiantianxingzhiqiguankuozhang 先天性支气管扩张
xiantianxingzhiqiguannangzhong 先天性支气管囊肿
xiantianxingzhiqiguanqishi 先天性支气管憩室
xiantianxingzhiqiguanruanhua 先天性支气管软化
xiantianxingzhiqiguanxiazhai 先天性支气管狭窄
xiantianxingzhiqiguanyuanxingzonggedefenlinangzhong 先天性支气管源性纵隔的分离囊肿
xiantianxingzhiqueshi 先天性指缺失
xiantianxingzhongchunchunjixing 先天性重唇唇畸形
xiantianxingzhongerjixing 先天性中耳畸形
xiantianxingzhongxingbaixibaojianshaozheng 先天性中性白细胞减少症
xiantianxingzhongzhengjiwuli 先天性重症肌无力
xiantianxingzhouguanjiejixing 先天性肘关节畸形
xiantianxingzhouguanjietuowei 先天性肘关节脱位
xiantianxingzhouwaifan 先天性肘外翻
xiantianxingzhudongmaibanbisuobuquan 先天性主动脉瓣闭锁不全
xiantianxingzhudongmaibanjixing 先天性主动脉瓣畸形
xiantianxingzhudongmaibanshangxiazhai 先天性主动脉瓣上狭窄
xiantianxingzhudongmaibanxiaxiazhai 先天性主动脉瓣下狭窄
xiantianxingzhudongmaibanxiazhai 先天性主动脉瓣狭窄
xiantianxingzhudongmaidoudongmailiupolie 先天性主动脉窦动脉瘤破裂
xiantianxingzhudongmaisuozhai 先天性主动脉缩窄
xiantianxingzhudongmaisuozhaidaoguanqiandaoguanhou 先天性主动脉缩窄导管前导管后
xiantianxingzhudongmaiyouwei 先天性主动脉右位
xiantianxingzigonghexiaohuadaominiaodaozhijiandelou 先天性子宫和消化道泌尿道之间的瘘
xiantianxingzigongjingbisuo 先天性子宫颈闭锁
xiantianxingzigongjingge 先天性子宫颈隔
xiantianxingzigongjingjixing 先天性子宫颈畸形
xiantianxingzigongjingqueshi 先天性子宫颈缺失
xiantianxingzigongjingxiazhai 先天性子宫颈狭窄
xiantianxingzigongneimoqueshi 先天性子宫内膜缺失
xiantianxingzigongqueshi 先天性子宫缺失
xiantianxingzishixingjizhuqiantu 先天性姿式性脊柱前凸
xiantianxingzonggenangzhong 先天性纵隔囊肿
xiantianxingzubianxing 先天性足变形
xiantianxingzuhezhiqueru 先天性足和趾缺如
xiantianxingzujixing 先天性足畸形
xiantianxingzumuwaifan 先天性足拇外翻
xiantianxingzuzhaoxing 先天性足爪形
xiantianxingzuoxinshiqishi 先天性左心室憩室
xiantianyiduzheng 先天遗毒证
xiantianyuxinghuoshensheyangchidai 先天愚型或伸舌样痴呆
xianweidanbairongjiexingzidian 纤维蛋白溶解性紫癜
xianweidanbairongjiezheng 纤维蛋白溶解症
xianweidanbaiyuan 纤维蛋白原
xianweidanbaiyuanquefa 纤维蛋白原缺乏
xianweihua 纤维化
xianweijiedizuzhiyan 纤维结缔组织炎
xianweilianjiedanbai 纤维连接蛋白
xianweilianjiesu 纤维连接素
xianweiliubing 纤维瘤病
xianweinangxingruxianzengsheng 纤维囊性乳腺增生
xianweirouliu 纤维肉瘤
xianweishangpiliu 纤维上皮瘤
xianweisuxingzhiqiguanyan 纤维素性支气管炎
xianweixingjiyan 纤维性肌炎
xianweixingnongxingxiongmoyan 纤维性脓性胸膜炎
xianweixingxinbaoyan 纤维性心包炎
xianweixingyayinliu 纤维性牙龈瘤
xianweixingyixianyan 纤维性胰腺炎
xianweixiong 纤维胸
xianweizhifangliu 纤维脂肪瘤
xianweizhiyan 纤维织炎
xianweizuzhixibaoliu 纤维组织细胞瘤
xianweizuzhixingchengxingzhimoyan 纤维组织形成性脂膜炎
xianxibangzhuangganjun 纤细棒状杆菌
xianxian 涎腺
xianxianbing 涎腺病
xianxianduoxingxingxianliu 涎腺多形性腺瘤
xianxianexingzhongliu 涎腺恶性肿瘤
xianxianfeida 涎腺肥大
xianxianguanbisuo 涎腺管闭锁
xianxianguankuozhang 涎腺管扩张
xianxianjiaojieexingzhongliu 涎腺交界恶性肿瘤
xianxianliangxinglinbashangpisunhai 涎腺良性淋巴上皮损害
xianxianlouguan 涎腺瘘管
xianxiannianyexiannangzhong 涎腺粘液腺囊肿
xianxianqueru 涎腺缺如
xianxianweisuo 涎腺萎缩
xianxianyan 涎腺炎
xianxianzhongwu 涎腺肿物
xianxingchunyan 腺性唇炎
xianxingganran 显性感染
xianxinglulie 显性颅裂
xianxingpangguangyan 腺性膀胱炎
xianxingre 腺性热
xianxingyichuanxingganjuexingshenjingbing 显性遗传性感觉性神经病
xianxingyichuanyingyangbuliangxingdapaoxingbiaopisongjiezheng 显性遗传营养不良型大疱性表皮松解症
xianxue 献血
xianxuefa 献血法
xianxueyuan 献血员
xianxuezhe 献血者
xianyanglinzhuangxibaoai 腺样鳞状细胞癌
xianyangnangxingai 腺样囊性癌
xianyangtifeida 腺样体肥大
xianyangxiaotijibing 线样小体肌病
xianyiqiangjianheyoujianhoujieshoudejianchaheguancha 嫌疑强奸和诱奸后接受的检查和观察
xianyiyuan 县医院
xianzhaolinchan 先兆临产
xianzhaoliuchan 先兆流产
xianzhaozaochan 先兆早产
xianzhaozixian 先兆子痫
xianzhenghuanzhe 现症患者
xianzhixing 限制性
xianzhixingpibing 限制性皮病
xianzhixingxinjibing 限制性心肌病
xianzhongyiyuan 县中医院
xianzhoukouchuang 腺周口疮
xianzhuangbaijia 线状白甲
xianzhuangbianpingtaixian 线状扁平苔藓
xianzhuangdapaoxingpiyan 线状大疱性皮炎
xianzhuangtaixian 线状苔藓
xianzhuangyingpibing 线状硬皮病
xiangbubanhengedaxingmaonangyan 项部瘢痕疙瘩性毛囊炎
xiangbulingxingpifu 项部菱形皮肤
xiangchanglachangshiwuzhongdu 香肠腊肠食物中毒
xiangcunxinghuoshixing 乡村型或湿型
xiangcunyisheng 乡村医生
xiangduibuyuzheng 相对不育症
xiangduihuanmai 相对缓脉
xiangduishu 相对数
xiangduisixubianchutangyao 相对斯须便处汤药
xiangduixinghongxibaozengduozheng 相对性红细胞增多症
xiangfangyidaifu 乡防疫大夫
xiangfangyiyisheng 乡防疫医生
xiangguanweixianyinsu 相关危险因素
xiangguozhi 香果脂
xianghuochishengzheng 相火炽盛证
xianghuoshangyanzheng 相火上炎证
xiangliaopiyan 香料皮炎
xiangpibing 象皮病
xiangpiquanxingjixingyazhouyan 橡皮圈性急性牙周炎
xiangpitiao 橡皮条
xiangpizhong 象皮肿
xiangqianyou 镶嵌疣
xiangrendaifeihou 项韧带肥厚
xiangtegongjishitiao 享特共济失调
xiangtiyizhen 相体以诊
xiangweishengyuan 乡卫生院
xiangxinxing 向心性
xiangyazhong 镶牙中
xiangyingmianbuzhongzhang 相应面部肿胀
xiangyuerbai 向余二百
xiangzhenweishengyuan 乡镇卫生院
xiaoaoxian 小凹陷
xiaobankuaizhuangleiniupixuan 小斑块状类牛皮癣
xiaobaozijunbing 小孢子菌病
xiaobing 哮病
xiaobufensansexing 小部份三色性
xiaocha 效差
xiaochanbing 小产病
xiaochangchuankongfeichuangshangxing 小肠穿孔非创伤性
xiaochangdongtaiweidingdezhongliu 小肠动态未定的肿瘤
xiaochangexinglinbaliu 小肠恶性淋巴瘤
xiaochangexingzhongliu 小肠恶性肿瘤
xiaochanghedachangqishibingbanyoubanfumoyan 小肠和大肠憩室病伴有伴腹膜炎
xiaochanghedachangqishibingbanyouchuankonghenongzhong 小肠和大肠憩室病伴有穿孔和脓肿
xiaochangjifaexingzhongliu 小肠继发恶性肿瘤
xiaochangjiaodakuayuedeexingzhongliu 小肠交搭跨越的恶性肿瘤
xiaochangjiechangyan 小肠结肠炎
xiaochangjieduanxingchangyanshierzhichanghuichanghuokongchang 小肠节段性肠炎十二指肠回肠或空肠
xiaochangjiehechangyanshuyijun 小肠结核肠炎鼠疫菌
xiaochangkelongshibing 小肠克隆氏病
xiaochangkuiyang 小肠溃疡
xiaochangliangxingzhongliu 小肠良性肿瘤
xiaochangmabi 小肠麻痹
xiaochangmaoxixueguankuozhang 小肠毛细血管扩张
xiaochangneiyiwu 小肠内异物
xiaochangnianmoyiwei 小肠粘膜异位
xiaochangpolie 小肠破裂
xiaochangqishi 小肠憩室
xiaochangqishibingbanyouchuankonghenongzhong 小肠憩室病伴有穿孔和脓肿
xiaochangqishibingbanyoufumoyan 小肠憩室病伴有腹膜炎
xiaochangqishibubanyouchuankonghuonongzhong 小肠憩室不伴有穿孔或脓肿
xiaochangqishiyan 小肠憩室炎
xiaochangqishiyanbubanyouchuankonghuonongzhong 小肠憩室炎不伴有穿孔或脓肿
xiaochangqitatezhibuweidexiantianxingbisuoqueruhexiazhai 小肠其他特指部位的先天性闭锁缺如和狭窄
xiaochangrouyazhong 小肠肉芽肿
xiaochangshan 小肠疝
xiaochangsunshang 小肠损伤
xiaochangsunshangbantongrutiqiangkaifangxingshangkou 小肠损伤伴通入体腔开放性伤口
xiaochangtaodie 小肠套叠
xiaochangxirou 小肠息肉
xiaochangxishoubuliangzonghezhengfeishoushuxing 小肠吸收不良综合征非手术性
xiaochangxueguanliu 小肠血管瘤
xiaochangyindaolou 小肠阴道瘘
xiaochuan 哮喘
xiaochuanbing 哮喘病
xiaochuanchixuzhuangtaixiaochuanzhuangtai 哮喘持续状态哮喘状态
xiaochuanheqitamanxingxiahuxidaojibingjiazushi 哮喘和其他慢性下呼吸道疾病家族史
xiaochuanxing 小川型
xiaochuanxingfeiyan 哮喘性肺炎
xiaochuanxingzhiqiguanfeiyan 哮喘性支气管肺炎
xiaochuanxingzhiqiguanyan 哮喘性支气管炎
xiaochun 小唇
xiaodaichongbing 小袋虫病
xiaodaichongxingliji 小袋虫性痢疾
xiaodongmaixingshenyan 小动脉性肾炎
xiaodongmaixingshenyinghua 小动脉性肾硬化
xiaodu 消毒
xiaoduhe 消毒盒
xiaoduji 消毒剂
xiaoduye 消毒液
xiaoerchangyan 小儿肠炎
xiaoerfutongbing 小儿腹痛病
xiaoerganmaobing 小儿感冒病
xiaoerhanbing 小儿汗病
xiaoerkesoubing 小儿咳嗽病
xiaoerkouchuangbing 小儿口疮病
xiaoermabi 小儿麻痹
xiaoermabibingdu 小儿麻痹病毒
xiaoermabitangwan 小儿麻痹糖丸
xiaoeroutubing 小儿呕吐病
xiaoerqiuzhenxingzhiduanpiyan 小儿丘疹性肢端皮炎
xiaoerruebing 小儿乳蛾病
xiaoershuizhongbing 小儿水肿病
xiaoertuogangbing 小儿脱肛病
xiaoerweibing 小儿痿病
xiaoerxianbing 小儿痫病
xiaoerxiexiebing 小儿泄泻病
xiaoeryidulibing 小儿疫毒痢病
xiaoeryiniaobing 小儿遗尿病
xiaoerzidianbing 小儿紫癜病
xiaofenliexibaoxingmimanxingfeihuoqijinlinbaliu 小分裂细胞型弥漫性非霍奇金淋巴瘤
xiaoguanneixingxianweixianliu 小管内型纤维腺瘤
xiaohaoxingningxuezhangai 消耗性凝血障碍
xiaohejixing 小颌畸形
xiaohongxibaoxingpinxue 小红细胞性贫血
xiaohou 哮吼
xiaohuabuliang 消化不良
xiaohuadaobingbian 消化道病变
xiaohuadaobingdu 消化道病毒
xiaohuadaochuxie 消化道出血
xiaohuadaochuanbo 消化道传播
xiaohuadaochuankong 消化道穿孔
xiaohuadaochuanran 消化道传染
xiaohuadaochuanranbing 消化道传染病
xiaohuadaoduofaxirouzonghezheng 消化道多发息肉综合征
xiaohuadaoganran 消化道感染
xiaohuadaoqishi 消化道憩室
xiaohuadaoqitabufenhoutianxingqueshi 消化道其他部分后天性缺失
xiaohuadaoqitabuweifushishang 消化道其他部位腐蚀伤
xiaohuadaoqitabuweishaoshang 消化道其他部位烧伤
xiaohuadaoqitabuweiyingxiangjianchadeyichangsuojian 消化道其他部位影像检查的异常所见
xiaohuadaoqitaheduochubuweineiyiwu 消化道其他和多处部位内异物
xiaohuadaosuanxingshaoshang 消化道酸性烧伤
xiaohuadaoyiwujingqiangkoujinru 消化道异物经腔口进入
xiaohuaqiguanexingzhongliujiazushi 消化器官恶性肿瘤家族史
xiaohuaqiguanyuanweiai 消化器官原位癌
xiaohuaxitong 消化系统
xiaohuaxitonghefubuqitatezhidezhengzhuanghetizheng 消化系统和腹部其他特指的症状和体征
xiaohuaxitongjibinggerenshi 消化系统疾病个人史
xiaohuaxitongjibingjiazushi 消化系统疾病家族史
xiaohuaxitongjibingshuhouzhuangtai 消化系统疾病术后状态
xiaohuaxitongjiaodakuayuedeexingzhongliu 消化系统交搭跨越的恶性肿瘤
xiaohuaxitongliangxingzhongliu 消化系统良性肿瘤
xiaohuaxitongneiyiwu 消化系统内异物
xiaohuaxitongzhongliu 消化系统肿瘤
xiaohuaxingkuiyang 消化性溃疡
xiaohuaxingkuiyangbanchuxie 消化性溃疡伴出血
xiaohuaxingkuiyangbanjixingchuankong 消化性溃疡伴急性穿孔
xiaojiandingzhongdu 硝基安定中毒
xiaojiandingzisha 硝基安定自杀
xiaojiben 硝基苯
xiaojijiaben 硝基甲苯
xiaojimaofataixian 小棘毛发苔藓
xiaojitaixian 小棘苔藓
xiaojizhuangmaoyongbing 小棘状毛壅病
xiaojia 效价
xiaojiajiance 效价监测
xiaojiashu 小家鼠
xiaojiaying 小家蝇
xiaojiayujujia 小甲与巨甲
xiaojian 小睑
xiaojiaomo 小角膜
xiaokebing 消渴病
xiaokou 小口
xiaolinjishu 小林姬鼠
xiaoliuzonghezheng 小柳综合征
xiaoluanchao 小卵巢
xiaoluojun 小螺菌
xiaonaobianxing 小脑变性
xiaonaobingbian 小脑病变
xiaonaochuxue 小脑出血
xiaonaodongmailiu 小脑动脉瘤
xiaonaodongtaiweidingdezhongliu 小脑动态未定的肿瘤
xiaonaoexingzhongliu 小脑恶性肿瘤
xiaonaogengse 小脑梗塞
xiaonaogongjishitiao 小脑共济失调
xiaonaohouxiadongmaixueshuanxingcheng 小脑后下动脉血栓形成
xiaonaojifaxingexingzhongliu 小脑继发性恶性肿瘤
xiaonaojishiwangmochengxueguanxibaoliu 小脑及视网膜成血管细胞瘤
xiaonaojiaojieexingzhongliu 小脑交界恶性肿瘤
xiaonaoliangxingzhongliu 小脑良性肿瘤
xiaonaomunaomoliu 小脑慕脑膜瘤
xiaonaomuqiejishan 小脑幕切迹疝
xiaonaonaomoliu 小脑脑膜瘤
xiaonaonongzhong 小脑脓肿
xiaonaoqianxiadongmaixueshuanxingcheng 小脑前下动脉血栓形成
xiaonaoshiwangmoxueguanxibaoliubing 小脑视网膜血管细胞瘤病
xiaonaoweisuo 小脑萎缩
xiaonaoyan 小脑炎
xiaonaozhongfengfazuozonghezheng 小脑中风发作综合症
xiaopaoxingjiaomojiemoyan 小泡性角膜结膜炎
xiaopaoxingjiaomoyan 小泡性角膜炎
xiaopaoxingkouyan 小泡性口炎
xiaoru 小乳
xiaosanyang 小三阳
xiaosha 消杀
xiaoshadui 消杀队
xiaoshaduiyuan 消杀队员
xiaoshaqixie 消杀器械
xiaoshayaopin 消杀药品
xiaoshe 小舌
xiaoshen 小肾
xiaoshi 小时
xiaoshihouyongduicejujue 小时后用对侧咀嚼
xiaoshihouyongshuangcejujue 小时后用双测咀嚼
xiaoshixibao 小噬细胞
xiaoshou 消瘦
xiaosuan 硝酸
xiaosuanganyouzhongdu 硝酸甘油中毒
xiaosuansuanwu 硝酸酸雾
xiaosuanyiwaizhongdu 硝酸意外中毒
xiaotimaluoliti 小体马洛里体
xiaotou 小头
xiaotoujixing 小头畸形
xiaotuicashang 小腿擦伤
xiaotuicuoshang 小腿挫伤
xiaotuideqitaqianbiaosunshang 小腿的其他浅表损伤
xiaotuidongshangbanzuzhihuaisi 小腿冻伤伴组织坏死
xiaotuiduochukaifangxingshangkou 小腿多处开放性伤口
xiaotuiduochuqianbiaosunshang 小腿多处浅表损伤
xiaotuiduochusunshang 小腿多处损伤
xiaotuiduofaxingguzhe 小腿多发性骨折
xiaotuiexingzhongliu 小腿恶性肿瘤
xiaotuiganhongpibing 小腿绀红皮病
xiaotuijiduanlie 小腿肌断裂
xiaotuijijiansunshangdehouyizheng 小腿肌腱损伤的后遗症
xiaotuijiyashang 小腿挤压伤
xiaotuijingmaixingkuiyang 小腿静脉性溃疡
xiaotuikaifangxingshangkou 小腿开放性伤口
xiaotuikaifangxingwaishangbanbingfazheng 小腿开放性外伤伴并发症
xiaotuikaifangxingwaishangleijijijian 小腿开放性外伤累及肌腱
xiaotuikuiyang 小腿溃疡
xiaotuiliangxingzhongliu 小腿良性肿瘤
xiaotuimanxingmaonangyan 小腿慢性毛囊炎
xiaotuinongpaoxingweisuoxingpiyan 小腿脓疱性萎缩性皮炎
xiaotuiqitabuweidekaifangxingshangkou 小腿其他部位的开放性伤口
xiaotuiqianbiaodongshang 小腿浅表冻伤
xiaotuishuipingdedayinjingmaisunshang 小腿水平的大隐静脉损伤
xiaotuishuipingdeduochujirouhejijiansunshang 小腿水平的多处肌肉和肌腱损伤
xiaotuishuipingdeduochuxueguansunshang 小腿水平的多处血管损伤
xiaotuishuipingdeduoshenjingsunshang 小腿水平的多神经损伤
xiaotuishuipingdepiganjueshenjingsunshang 小腿水平的皮感觉神经损伤
xiaotuishuipingdeqitashenjingsunshang 小腿水平的其他神经损伤
xiaotuishuipingdeqitaxueguansunshang 小腿水平的其他血管损伤
xiaotuishuipingdexiaoyinjingmaisunshang 小腿水平的小隐静脉损伤
xiaotuishuipingfeicejiqundejirouhejijiansunshang 小腿水平腓侧肌群的肌肉和肌腱损伤
xiaotuishuipinghoubujiqundeqitajirouhejijiansunshang 小腿水平后部肌群的其他肌肉和肌腱损伤
xiaotuishuipingqianbujiqundejirouhejijiansunshang 小腿水平前部肌群的肌肉和肌腱损伤
xiaotuishuipingweitezhishenjingdesunshang 小腿水平未特指神经的损伤
xiaotuishuipingweitezhixueguandesunshang 小腿水平未特指血管的损伤
xiaotuisituoshang 小腿撕脱伤
xiaotuisunshang 小腿损伤
xiaotuitongxingzhizhongzonghezheng 小腿痛性脂肿综合症
xiaowudaobing 小舞蹈病
xiaoxibaohedaxibaohunhexingmimanxingfeihuoqijinlinbaliu 小细胞和大细胞混合型弥漫性非霍奇金淋巴瘤
xiaoxibaoxingmimanxingfeihuoqijinlinbaliu 小细胞型弥漫性非霍奇金淋巴瘤
xiaoxizhenkan 消息诊看
xiaoxianxianexingzhongliu 小涎腺恶性肿瘤
xiaoxianxianliangxingzhongliu 小涎腺良性肿瘤
xiaoxiangxingrong 肖象形荣
xiaoxinzang 小心脏
xiaoxueguan 小血管
xiaoya 小牙
xiaoyan 小眼
xiaoyangeryinger 小样儿婴儿
